   0.00000000       51.3102875    
   0.00000000       13.6580887    
   18.2117996       10.7655363    
   27.3161774       9.76274395    
   54.6323547       9.64692020    
   63.7367287       9.53109646    
   72.8441544       9.01293564    
   81.9485245       7.81507158    
   91.0529099       6.31240749    
   100.160324       4.28244019    
   109.264709       3.40156794    
   118.369080       3.01751995    
   127.476509       2.19151211    
   136.580887      0.377952009    
   145.685257      -2.96265602    
   154.792679      -5.83082390    
   163.897049      -8.53135204    
   173.001434      -9.58900738    
   182.108841      -10.4363527    
   191.213242      -11.5397282    
   200.317612      -13.1765041    
   209.425034      -15.0053043    
   218.529419      -17.2516804    
   236.741211      -21.0281506    
   254.949966      -22.7289352    
   264.057404      -22.9941120    
   273.161774      -22.9270573    
   282.266144      -22.7045517    
   291.370514      -22.2808800    
   309.582306      -20.8544159    
   327.794098      -19.7662792    
   336.898499      -19.1048641    
   355.110321      -17.4985676    
   364.214691      -16.5872154    
   373.319061      -15.4564075    
   382.426483      -14.7340317    
   400.635223      -13.5148325    
   418.847015      -12.6857758    
   427.951416      -12.5364246    
   446.163208      -12.4114561    
   455.267578      -12.1097040    
   464.375000      -11.6677437    
   473.479370      -11.0855761    
   482.583740      -10.3692961    
   500.795563      -8.79957581    
   509.899933      -7.88822365    
   519.007324      -7.17803955    
   537.216125      -6.17524815    
   564.532288      -5.05358410    
   573.636658      -4.50494385    
   591.848450      -3.89839196    
   610.060242      -3.45643210    
   619.164612      -3.31317592    
   646.480774      -3.40156794    
   655.585205      -3.28879189    
   673.796997      -2.81635189    
   682.901367      -2.73710394    
   719.324951      -2.70662403    
   746.641174      -2.42315984    
   773.954224      -2.48411989    
   792.166077      -2.30733609    
   810.377869      -2.26771212    
   828.586609      -2.03301597    
   846.798401      -1.92633605    
   865.010193      -2.01167989    
   901.430725      -1.58800805    
   928.746948      -1.45389605    
   983.379333      -1.08203995    
   1019.79987     -0.524255991    
   1038.01160      -2.74320003E-02
   1047.11597      0.396239996    
   1056.22046      0.944879949    
   1065.32471       2.58775187    
   1074.43225       7.79678392    
   1083.53650       8.81176758    
   1101.74829       8.15035152    
   1110.85278       7.69924784    
   1129.06458       7.40663958    
   1156.38074       6.65073586    
   1174.58948       5.95579243    
   1183.69385       5.84301615    
   1192.80127       5.87654400    
   1201.90564       6.19353580    
   1211.01001       6.82142353    
   1220.11743       7.72668028    
   1238.32617       9.30554390    
   1256.53796       11.0276642    
   1265.64246       11.5275354    
   1274.74976       11.5976400    
   1292.95862       11.4574318    
   1302.06604       11.2715034    
   1320.27466       10.1437435    
   1329.37915       9.83589649    
   1338.48645       9.77188873    
   1347.59094       9.92428875    
   1356.69531       10.5521755    
   1356.69531       51.3102875    
