0	2.14159
10	2.14159
15	2.14159
20	2.14159
25	2.14159
30	2.14159
35	2.14159
40	2.14159
45	2.14159
50	2.14159
55	2.14159
60	2.14159
65	0.59073
70	0.59073
75	0.59073
80	0.59073
85	0.59073
90	0.59073
95	0.59073
100	0.59073
105	0.59073
110	0.59073
115	0.59073
120	0.59073
125	0.44255
130	0.44255
135	0.44255
140	0.44255
145	0.44255
150	0.44255
155	0.44255
160	0.44255
165	0.44255
170	0.44255
175	0.44255
180	0.44255
185	0.34095
190	0.34095
195	0.34095
200	0.34095
205	0.34095
210	0.34095
215	0.34095
220	0.34095
225	0.34095
230	0.34095
235	0.34095
240	0.34095
245	0.26786
250	0.26786
255	0.26786
260	0.26786
265	0.26786
270	0.26786
275	0.26786
280	0.26786
285	0.26786
290	0.26786
295	0.26786
300	0.26786
305	0.21347
310	0.21347
315	0.21347
320	0.21347
325	0.21347
330	0.21347
335	0.21347
340	0.21347
345	0.21347
350	0.21347
355	0.21347
360	0.21347
365	0.17202
370	0.17202
375	0.17202
380	0.17202
385	0.17202
390	0.17202
395	0.17202
400	0.17202
405	0.17202
410	0.17202
415	0.17202
420	0.17202
425	0.13985
430	0.13985
435	0.13985
440	0.13985
445	0.13985
450	0.13985
455	0.13985
460	0.13985
465	0.13985
470	0.13985
475	0.13985
480	0.13985
485	0.11453
490	0.11453
495	0.11453
500	0.11453
505	0.11453
510	0.11453
515	0.11453
520	0.11453
525	0.11453
530	0.11453
535	0.11453
540	0.11453
545	0.09440
550	0.09440
555	0.09440
560	0.09440
565	0.09440
570	0.09440
575	0.09440
580	0.09440
585	0.09440
590	0.09440
595	0.09440
600	0.09440
605	0.07825
610	0.07825
615	0.07825
620	0.07825
625	0.07825
630	0.07825
635	0.07825
640	0.07825
645	0.07825
650	0.07825
655	0.07825
660	0.07825
665	0.06520
670	0.06520
675	0.06520
680	0.06520
685	0.06520
690	0.06520
695	0.06520
700	0.06520
705	0.06520
710	0.06520
715	0.06520
720	0.06520
